posting_item_id,posting_id,order_id,pickup_point_id,fulfilment_channel,handover_date,event_type,record_status,item_value,item_commission
I00105355,O0027673-B3,O0027673,P00372,warehouse,2026-02-06,handover,final,1.75,0.0962
I00175921,O0046417-B1,O0046417,P00763,warehouse,2026-02-23,handover,final,2.35,0.1292
I00210058,O0055331-B1,O0055331,P00685,retail,2026-02-07,handover,final,5.14,0.2827
I00084978,O0022386-B1,O0022386,P00041,retail,2026-02-14,handover,final,1.0,0.055
I00167537,O0044174-B2,O0044174,P00664,warehouse,2026-03-02,handover,final,1.66,0.0913
I00024417,O0006452-B1,O0006452,P00433,warehouse,2026-02-03,handover,final,0.99,0.0544
I00005056,O0001317-B1,O0001317,P00366,warehouse,2026-02-16,handover,final,6.16,0.3388
I00056009,O0014769-B1,O0014769,P00018,merchant_shipped,2026-02-03,handover,final,4.06,0.2233
I00008559,O0002248-B1,O0002248,P00331,warehouse,2026-02-14,handover,final,16.76,0.9218
I00067739,O0017820-B1,O0017820,P00350,warehouse,2026-02-06,handover,final,0.99,0.0544
I00048854,O0012886-B1,O0012886,P00453,warehouse,2026-02-02,handover,final,0.99,0.0544
I00208660,O0054994-B1,O0054994,P00409,warehouse,2026-02-19,handover,final,1.1,0.0605
I00088031,O0023172-B1,O0023172,P00515,warehouse,2026-02-23,handover,final,3.7,0.2035
I00059758,O0015751-B1,O0015751,P00107,cross_border,2026-02-10,handover,final,2.7,0.1485
I00119599,O0031482-B2,O0031482,P00848,warehouse,2026-02-07,handover,final,1.27,0.0698
I00203212,O0053572-B1,O0053572,P00204,merchant_shipped,2026-02-24,handover,final,5.72,0.3146
I00194894,O0051401-B1,O0051401,P00013,warehouse,2026-02-14,handover,final,5.67,0.3118
I00222724,O0058770-B1,O0058770,P00512,warehouse,2026-02-04,handover,final,6.8,0.374
C00124530,O0032791-B1,O0032791,P00309,warehouse,2026-02-22,handover,corrected,7.39,0.4064
I00157748,O0041638-B1,O0041638,P00237,warehouse,2026-02-25,handover,final,28.32,1.5576
I00117237,O0030850-B2,O0030850,P00097,warehouse,2026-02-10,handover,final,0.99,0.0544
I00115604,O0030409-B1,O0030409,P00510,warehouse,2026-02-23,handover,final,4.15,0.2282
I00198175,O0052263-B1,O0052263,P00651,merchant_shipped,2026-02-09,handover,final,1.51,0.083
I00037175,O0009832-B1,O0009832,P00420,warehouse,2026-02-13,handover,final,3.66,0.2013
I00186777,O0049242-B1,O0049242,P00295,warehouse,2026-02-08,handover,final,1.38,0.0759
I00167671,O0044209-B1,O0044209,P00352,warehouse,2026-02-19,handover,final,0.99,0.0544
I00195571,O0051587-B1,O0051587,P00373,warehouse,2026-02-06,handover,final,0.99,0.0544
I00017195,O0004534-B1,O0004534,P00376,warehouse,2026-02-14,handover,final,0.99,0.0544
I00156750,O0041361-B1,O0041361,P00609,warehouse,2026-02-04,handover,final,0.99,0.0544
I00108111,O0028412-B1,O0028412,P00144,warehouse,2026-02-12,handover,final,1.06,0.0583
I00025987,O0006872-B1,O0006872,P00734,warehouse,2026-02-02,handover,final,0.99,0.0544
I00098346,O0025865-B1,O0025865,P00246,warehouse,2026-02-22,handover,final,0.99,0.0544
I00187904,O0049565-B1,O0049565,P00648,warehouse,2026-02-23,handover,final,4.69,0.258
R00033417,O0008818-B1,O0008818,P00036,warehouse,2026-02-20,handover_return,final,-0.99,-0.0544
I00135117,O0035592-B1,O0035592,P00466,warehouse,2026-02-12,handover,final,1.51,0.083
I00072952,O0019243-B1,O0019243,P00782,warehouse,2026-02-18,handover,final,1.3,0.0715
I00214472,O0056525-B1,O0056525,P00097,warehouse,2026-02-24,handover,final,5.09,0.2799
I00196562,O0051843-B1,O0051843,P00684,warehouse,2026-02-28,handover,final,0.99,0.0544
I00123021,O0032368-B1,O0032368,P00247,warehouse,2026-02-26,handover,final,1.07,0.0589
R00119587,O0031481-B3,O0031481,P00304,warehouse,2026-02-24,handover_return,final,-10.39,-0.5714
I00222915,O0058821-B2,O0058821,P00475,warehouse,2026-02-15,handover,final,0.99,0.0544
I00211069,O0055618-B1,O0055618,P00187,warehouse,2026-02-10,handover,final,2.51,0.138
I00176502,O0046574-B1,O0046574,P00804,warehouse,2026-02-25,handover,final,0.99,0.0544
I00152118,O0040133-B1,O0040133,P00139,warehouse,2026-02-16,handover,final,0.99,0.0544
I00088960,O0023409-B1,O0023409,P00185,warehouse,2026-02-14,handover,final,0.99,0.0544
I00199884,O0052721-B1,O0052721,P00227,warehouse,2026-02-26,handover,final,0.99,0.0544
I00123586,O0032537-B1,O0032537,P00109,warehouse,2026-02-05,handover,final,3.41,0.1876
I00129277,O0034062-B1,O0034062,P00464,warehouse,2026-02-10,handover,final,1.01,0.0556
C00091222,O0023986-B1,O0023986,P00117,warehouse,2026-02-26,handover,corrected,0.84,0.0462
I00008712,O0002283-B1,O0002283,P00147,warehouse,2026-02-28,handover,final,7.76,0.4268
I00172297,O0045451-B1,O0045451,P00559,warehouse,2026-02-01,handover,final,0.99,0.0544
I00102664,O0026958-B1,O0026958,P00489,warehouse,2026-02-06,handover,final,6.05,0.3328
I00144032,O0037962-B1,O0037962,P00581,warehouse,2026-02-14,handover,final,1.14,0.0627
I00148373,O0039140-B1,O0039140,P00659,merchant_shipped,2026-02-21,handover,final,6.16,0.3388
I00023306,O0006163-B1,O0006163,P00396,warehouse,2026-02-14,handover,final,8.6,0.473
I00081169,O0021405-B2,O0021405,P00308,warehouse,2026-02-05,handover,final,2.4,0.132
I00137503,O0036235-B1,O0036235,P00692,warehouse,2026-02-10,handover,final,8.54,0.4697
I00102415,O0026895-B1,O0026895,P00048,merchant_shipped,2026-02-04,handover,final,32.14,1.7677
I00026442,O0006987-B2,O0006987,P00340,warehouse,2026-02-14,handover,final,0.99,0.0544
I00149976,O0039573-B1,O0039573,P00658,warehouse,2026-02-12,handover,final,0.99,0.0544
I00074366,O0019619-B1,O0019619,P00450,warehouse,2026-02-08,handover,final,0.99,0.0544
I00096276,O0025339-B2,O0025339,P00105,cross_border,2026-02-11,handover,final,4.27,0.2348
I00124035,O0032658-B1,O0032658,P00645,warehouse,2026-02-07,handover,final,4.08,0.2244
I00047052,O0012398-B1,O0012398,P00649,warehouse,2026-02-22,handover,final,4.38,0.2409
I00193290,O0050974-B3,O0050974,P00143,warehouse,2026-02-20,handover,final,24.75,1.3612
I00053566,O0014107-B1,O0014107,P00221,warehouse,2026-02-09,handover,final,4.72,0.2596
I00002125,O0000553-B2,O0000553,P00609,warehouse,2026-02-17,handover,final,1.04,0.0572
I00080560,O0021243-B1,O0021243,P00735,warehouse,2026-02-09,handover,final,2.4,0.132
I00203678,O0053708-B1,O0053708,P00677,warehouse,2026-02-19,handover,final,0.99,0.0544
I00014362,O0003775-B1,O0003775,P00815,warehouse,2026-02-19,handover,final,1.41,0.0775
I00111197,O0029239-B1,O0029239,P00534,warehouse,2026-02-17,handover,final,2.37,0.1304
I00018041,O0004756-B1,O0004756,P00802,retail,2026-02-27,handover,final,1.74,0.0957
I00212311,O0055948-B1,O0055948,P00718,warehouse,2026-02-21,handover,final,2.6,0.143
I00131621,O0034658-B1,O0034658,P00660,warehouse,2026-02-21,handover,final,8.47,0.4658
I00216816,O0057151-B1,O0057151,P00406,warehouse,2026-02-07,handover,final,0.99,0.0544
I00069007,O0018167-B1,O0018167,P00370,cross_border,2026-02-16,handover,final,2.27,0.1248
I00140749,O0037109-B1,O0037109,P00064,warehouse,2026-02-11,handover,final,0.99,0.0544
I00109955,O0028898-B1,O0028898,P00097,warehouse,2026-02-04,handover,final,0.99,0.0544
I00210171,O0055363-B1,O0055363,P00850,warehouse,2026-02-04,handover,final,4.75,0.2612
I00114676,O0030165-B2,O0030165,P00112,warehouse,2026-02-26,handover,final,0.99,0.0544
I00155526,O0041032-B1,O0041032,P00071,warehouse,2026-02-03,handover,final,1.18,0.0649
I00120685,O0031759-B1,O0031759,P00836,warehouse,2026-02-04,handover,final,16.51,0.9081
I00126618,O0033315-B1,O0033315,P00268,warehouse,2026-02-11,handover,final,0.99,0.0544
I00214231,O0056459-B1,O0056459,P00512,warehouse,2026-02-12,handover,final,1.7,0.0935
I00103802,O0027254-B1,O0027254,P00802,merchant_shipped,2026-02-08,handover,final,2.35,0.1292
I00105030,O0027594-B1,O0027594,P00478,warehouse,2026-02-21,handover,final,0.99,0.0544
I00134493,O0035436-B2,O0035436,P00759,warehouse,2026-03-01,handover,final,23.36,1.2848
I00203919,O0053775-B1,O0053775,P00520,warehouse,2026-02-19,handover,final,2.26,0.1243
I00159404,O0042049-B1,O0042049,P00611,warehouse,2026-02-22,handover,final,3.21,0.1766
I00110112,O0028943-B1,O0028943,P00304,warehouse,2026-02-01,handover,final,12.47,0.6859
I00042682,O0011258-B2,O0011258,P00342,warehouse,2026-03-01,handover,final,0.99,0.0544
I00020960,O0005534-B2,O0005534,P00360,warehouse,2026-02-08,handover,final,2.58,0.1419
I00040854,O0010791-B1,O0010791,P00666,retail,2026-02-01,handover,final,40.11,2.206
I00185892,O0049009-B1,O0049009,P00035,warehouse,2026-02-18,handover,final,1.09,0.06
I00186894,O0049276-B2,O0049276,P00535,warehouse,2026-02-06,handover,final,0.99,0.0544
I00145287,O0038293-B1,O0038293,P00800,warehouse,2026-02-09,handover,final,12.61,0.6936
I00156778,O0041370-B1,O0041370,P00521,warehouse,2026-02-11,handover,final,7.29,0.401
I00082521,O0021759-B1,O0021759,P00228,warehouse,2026-02-09,handover,final,0.99,0.0544
I00079555,O0020980-B2,O0020980,P00155,warehouse,2026-02-04,handover,final,5.85,0.3218
I00126669,O0033327-B2,O0033327,P00604,warehouse,2026-02-21,handover,final,13.31,0.732
I00124156,O0032690-B1,O0032690,P00697,warehouse,2026-02-17,handover,final,0.99,0.0544
I00108429,O0028497-B1,O0028497,P00143,warehouse,2026-02-02,handover,final,0.99,0.0544
I00050706,O0013375-B1,O0013375,P00421,warehouse,2026-02-15,handover,final,13.93,0.7662
I00133690,O0035219-B1,O0035219,P00101,merchant_shipped,2026-02-09,handover,final,14.83,0.8156
I00137370,O0036198-B1,O0036198,P00589,warehouse,2026-02-14,handover,final,0.99,0.0544
I00094245,O0024798-B1,O0024798,P00779,warehouse,2026-02-17,handover,final,0.99,0.0544
I00143929,O0037938-B1,O0037938,P00832,merchant_shipped,2026-02-19,handover,final,3.3,0.1815
I00063842,O0016790-B1,O0016790,P00525,warehouse,2026-02-19,handover,final,11.85,0.6517
I00147276,O0038833-B2,O0038833,P00567,warehouse,2026-02-17,handover,final,1.09,0.06
I00101376,O0026632-B1,O0026632,P00230,warehouse,2026-02-09,handover,final,1.36,0.0748
I00170566,O0044976-B2,O0044976,P00245,warehouse,2026-02-24,handover,final,7.26,0.3993
I00200487,O0052871-B1,O0052871,P00580,warehouse,2026-02-12,handover,final,3.96,0.2178
I00103349,O0027130-B2,O0027130,P00099,warehouse,2026-02-10,handover,final,0.99,0.0544
X00170240,O9044892-B1,O0044892,P00315,warehouse,2026-02-12,handover_return,final,-6.19,-0.3405
I00216125,O0056975-B1,O0056975,P00131,retail,2026-02-04,handover,final,9.31,0.512
I00154917,O0040873-B1,O0040873,P00615,retail,2026-02-21,handover,final,4.79,0.2634
I00015495,O0004068-B1,O0004068,P00487,warehouse,2026-02-03,handover,final,88.23,2.5
I00002207,O0000576-B2,O0000576,P00192,warehouse,2026-02-04,handover,final,1.23,0.0676
I00008848,O0002323-B1,O0002323,P00284,warehouse,2026-02-19,handover,final,0.99,0.0544
I00070487,O0018575-B1,O0018575,P00041,warehouse,2026-02-07,handover,final,4.94,0.2717
I00164192,O0043291-B1,O0043291,P00408,warehouse,2026-02-23,handover,final,1.56,0.0858
I00072903,O0019229-B1,O0019229,P00672,warehouse,2026-02-06,handover,final,9.03,0.4966
I00179638,O0047428-B1,O0047428,P00675,warehouse,2026-02-02,handover,final,0.99,0.0544
I00072362,O0019090-B1,O0019090,P00530,warehouse,2026-02-10,handover,final,1.12,0.0616
I00108393,O0028487-B1,O0028487,P00371,warehouse,2026-02-11,handover,final,3.32,0.1826
I00099240,O0026103-B1,O0026103,P00242,warehouse,2026-02-03,handover,final,1.18,0.0649
I00190341,O0050183-B2,O0050183,P00221,warehouse,2026-02-26,handover,final,0.99,0.0544
I00057317,O0015118-B1,O0015118,P00821,warehouse,2026-02-05,handover,final,0.99,0.0544
C00027888,O0007359-B1,O0007359,P00589,warehouse,2026-02-14,handover,corrected,0.98,0.0539
I00144216,O0038000-B1,O0038000,P00063,warehouse,2026-02-17,handover,final,0.99,0.0544
R00057192,O0015082-B1,O0015082,P00781,warehouse,2026-02-01,handover_return,final,-0.99,-0.0544
I00103323,O0027124-B1,O0027124,P00358,cross_border,2026-02-17,handover,final,105.96,2.5
I00117488,O0030918-B1,O0030918,P00245,warehouse,2026-02-12,handover,final,6.34,0.3487
I00075257,O0019850-B1,O0019850,P00628,warehouse,2026-02-22,handover,final,0.99,0.0544
I00153437,O0040481-B1,O0040481,P00004,warehouse,2026-02-02,handover,final,5.01,0.2756
I00204318,O0053881-B1,O0053881,P00538,warehouse,2026-02-19,handover,final,7.19,0.3955
I00220934,O0058258-B1,O0058258,P00538,merchant_shipped,2026-02-21,handover,final,14.94,0.8217
I00126112,O0033187-B1,O0033187,P00113,warehouse,2026-02-04,handover,final,0.99,0.0544
I00153396,O0040470-B2,O0040470,P00236,warehouse,2026-02-23,handover,final,0.99,0.0544
I00029459,O0007779-B1,O0007779,P00555,warehouse,2026-02-09,handover,final,5.85,0.3218
I00168101,O0044313-B1,O0044313,P00216,warehouse,2026-02-02,handover,final,6.73,0.3702
I00039908,O0010541-B1,O0010541,P00246,warehouse,2026-02-20,handover,final,0.99,0.0544
I00056604,O0014924-B1,O0014924,P00248,warehouse,2026-02-13,handover,final,6.81,0.3746
I00211932,O0055850-B1,O0055850,P00761,warehouse,2026-02-11,handover,final,0.99,0.0544
I00183674,O0048452-B1,O0048452,P00614,warehouse,2026-02-13,handover,final,3.3,0.1815
I00174897,O0046138-B1,O0046138,P00149,warehouse,2026-02-11,handover,final,1.05,0.0578
I00055907,O0014742-B1,O0014742,P00073,warehouse,2026-02-01,handover,final,3.32,0.1826
I00010573,O0002777-B1,O0002777,P00168,warehouse,2026-02-16,handover,final,5.71,0.314
I00057534,O0015173-B1,O0015173,P00543,warehouse,2026-02-10,handover,final,4.18,0.2299
I00081274,O0021432-B1,O0021432,P00775,warehouse,2026-02-23,handover,final,3.78,0.2079
I00161933,O0042733-B1,O0042733,P00583,warehouse,2026-02-25,handover,final,10.32,0.5676
I00180064,O0047534-B1,O0047534,P00519,warehouse,2026-02-07,handover,final,4.94,0.2717
I00185010,O0048782-B1,O0048782,P00385,warehouse,2026-02-08,handover,final,0.99,0.0544
I00115991,O0030515-B1,O0030515,P00188,warehouse,2026-02-01,handover,final,1.64,0.0902
I00009238,O0002419-B1,O0002419,P00080,warehouse,2026-02-13,handover,final,0.99,0.0544
I00170877,O0045059-B1,O0045059,P00424,cross_border,2026-02-24,handover,final,33.88,1.8634
I00189915,O0050071-B1,O0050071,P00722,warehouse,2026-02-21,handover,final,11.43,0.6286
I00137487,O0036232-B1,O0036232,P00816,warehouse,2026-02-01,handover,final,9.23,0.5077
I00087763,O0023103-B2,O0023103,P00367,warehouse,2026-02-24,handover,final,38.36,2.1098
I00220924,O0058256-B1,O0058256,P00226,warehouse,2026-02-21,handover,final,1.93,0.1062
I00072540,O0019136-B1,O0019136,P00050,merchant_shipped,2026-02-21,handover,final,4.03,0.2216
I00183996,O0048528-B1,O0048528,P00745,warehouse,2026-02-13,handover,final,0.99,0.0544
I00108356,O0028479-B1,O0028479,P00082,warehouse,2026-02-27,handover,final,0.99,0.0544
I00178801,O0047214-B2,O0047214,P00376,warehouse,2026-02-19,handover,final,5.16,0.2838
I00064773,O0017042-B2,O0017042,P00118,warehouse,2026-02-04,handover,final,1.09,0.06
I00163992,O0043239-B1,O0043239,P00719,warehouse,2026-02-13,handover,final,10.18,0.5599
I00114453,O0030100-B1,O0030100,P00777,warehouse,2026-02-26,handover,final,2.98,0.1639
I00156863,O0041391-B2,O0041391,P00819,warehouse,2026-03-01,handover,final,0.99,0.0544
I00066045,O0017369-B1,O0017369,P00067,warehouse,2026-02-19,handover,final,18.0,0.99
I00017595,O0004636-B1,O0004636,P00273,warehouse,2026-02-28,handover,final,0.99,0.0544
I00174414,O0046012-B1,O0046012,P00198,warehouse,2026-02-02,handover,final,0.99,0.0544
I00106605,O0028009-B1,O0028009,P00523,warehouse,2026-02-18,handover,final,1.18,0.0649
C00203003,O0053520-B1,O0053520,P00312,warehouse,2026-02-04,handover,corrected,2.29,0.126
I00028192,O0007442-B1,O0007442,P00107,warehouse,2026-02-21,handover,final,0.99,0.0544
I00038161,O0010098-B1,O0010098,P00795,warehouse,2026-02-28,handover,final,3.66,0.2013
I00072621,O0019157-B1,O0019157,P00368,warehouse,2026-02-20,handover,final,4.93,0.2712
I00167113,O0044064-B1,O0044064,P00119,cross_border,2026-02-04,handover,final,33.36,1.8348
I00108479,O0028507-B1,O0028507,P00080,warehouse,2026-02-12,handover,final,1.14,0.0627
I00181545,O0047914-B1,O0047914,P00167,warehouse,2026-02-21,handover,final,3.19,0.1754
I00225362,O0059497-B1,O0059497,P00850,retail,2026-02-03,handover,final,2.89,0.159
I00028348,O0007486-B1,O0007486,P00226,warehouse,2026-02-15,handover,final,5.54,0.3047
I00196438,O0051811-B1,O0051811,P00424,warehouse,2026-02-08,handover,final,1.82,0.1001
I00029454,O0007777-B1,O0007777,P00547,warehouse,2026-02-06,handover,final,1.1,0.0605
I00108871,O0028609-B1,O0028609,P00078,cross_border,2026-02-15,handover,final,4.17,0.2294
I00116543,O0030659-B2,O0030659,P00095,warehouse,2026-02-19,handover,final,1.33,0.0732
I00205513,O0054198-B1,O0054198,P00195,warehouse,2026-02-12,handover,final,2.17,0.1194
I00036836,O0009743-B1,O0009743,P00207,warehouse,2026-02-22,handover,final,2.03,0.1116
I00196540,O0051837-B1,O0051837,P00772,warehouse,2026-02-25,handover,final,2.23,0.1226
I00073062,O0019273-B3,O0019273,P00157,warehouse,2026-03-01,handover,final,1.05,0.0578
I00091246,O0023992-B1,O0023992,P00654,warehouse,2026-02-06,handover,final,9.12,0.5016
I00175805,O0046386-B2,O0046386,P00420,warehouse,2026-03-01,handover,final,1.86,0.1023
R00038714,O0010238-B2,O0010238,P00219,warehouse,2026-02-17,handover_return,final,-1.98,-0.1089
C00042116,O0011108-B1,O0011108,P00027,warehouse,2026-02-17,handover,corrected,2.6,0.143
I00105688,O0027756-B1,O0027756,P00663,warehouse,2026-02-06,handover,final,4.29,0.236
I00211321,O0055688-B2,O0055688,P00471,warehouse,2026-02-20,handover,final,3.92,0.2156
I00220037,O0058016-B1,O0058016,P00044,retail,2026-02-02,handover,final,3.47,0.1909
I00221221,O0058340-B2,O0058340,P00076,warehouse,2026-02-05,handover,final,0.99,0.0544
I00145621,O0038386-B1,O0038386,P00324,merchant_shipped,2026-02-28,handover,final,5.78,0.3179
I00088375,O0023258-B1,O0023258,P00368,warehouse,2026-02-16,handover,final,4.59,0.2524
I00172997,O0045633-B2,O0045633,P00189,retail,2026-02-20,handover,final,6.6,0.363
I00115837,O0030468-B1,O0030468,P00085,warehouse,2026-02-20,handover,final,0.99,0.0544
I00134976,O0035555-B1,O0035555,P00420,warehouse,2026-02-12,handover,final,7.49,0.412
I00174304,O0045985-B1,O0045985,P00837,warehouse,2026-02-17,handover,final,0.99,0.0544
I00211041,O0055614-B1,O0055614,P00786,warehouse,2026-02-10,handover,final,6.02,0.3311
I00162978,O0042996-B1,O0042996,P00736,warehouse,2026-02-11,handover,final,10.38,0.5709
I00064522,O0016971-B2,O0016971,P00233,warehouse,2026-02-07,handover,final,0.99,0.0544
I00173259,O0045700-B1,O0045700,P00233,warehouse,2026-02-16,handover,final,7.11,0.391
I00131363,O0034585-B1,O0034585,P00111,cross_border,2026-02-16,handover,final,6.5,0.3575
I00202198,O0053318-B1,O0053318,P00581,warehouse,2026-02-19,handover,final,15.97,0.8784
I00169317,O0044642-B2,O0044642,P00255,warehouse,2026-02-16,handover,final,0.99,0.0544
I00006704,O0001745-B1,O0001745,P00229,warehouse,2026-02-01,handover,final,7.45,0.4098
I00192425,O0050743-B1,O0050743,P00056,warehouse,2026-02-08,handover,final,8.3,0.4565
I00205589,O0054219-B1,O0054219,P00233,warehouse,2026-02-22,handover,final,2.18,0.1199
R00085495,O0022524-B1,O0022524,P00492,warehouse,2026-02-24,handover_return,final,-1.74,-0.0957
I00207955,O0054827-B2,O0054827,P00727,warehouse,2026-02-07,handover,final,1.18,0.0649
I00180126,O0047548-B1,O0047548,P00563,warehouse,2026-02-07,handover,final,7.35,0.4042
I00167989,O0044284-B1,O0044284,P00346,merchant_shipped,2026-02-01,handover,final,6.88,0.3784
I00186984,O0049302-B1,O0049302,P00601,merchant_shipped,2026-02-13,handover,final,16.44,0.9042
I00075086,O0019797-B1,O0019797,P00116,warehouse,2026-02-08,handover,final,0.99,0.0544
I00143334,O0037767-B1,O0037767,P00444,warehouse,2026-02-14,handover,final,18.66,1.0263
R00045580,O0012034-B1,O0012034,P00654,warehouse,2026-02-13,handover_return,final,-5.33,-0.2932
I00159819,O0042154-B1,O0042154,P00717,warehouse,2026-02-27,handover,final,0.99,0.0544
I00018099,O0004769-B1,O0004769,P00509,warehouse,2026-02-12,handover,final,0.99,0.0544
I00047180,O0012437-B1,O0012437,P00113,warehouse,2026-02-23,handover,final,9.62,0.5291
R00216441,O0057054-B1,O0057054,P00148,cross_border,2026-02-11,handover_return,final,-35.17,-1.9344
I00181259,O0047838-B2,O0047838,P00010,warehouse,2026-02-12,handover,final,22.09,1.215
I00177428,O0046830-B1,O0046830,P00648,warehouse,2026-02-03,handover,final,3.38,0.1859
I00014837,O0003901-B1,O0003901,P00442,warehouse,2026-02-24,handover,final,0.99,0.0544
I00162857,O0042970-B1,O0042970,P00677,warehouse,2026-02-24,handover,final,1.67,0.0918
I00126462,O0033273-B1,O0033273,P00562,warehouse,2026-02-26,handover,final,0.99,0.0544
I00204560,O0053947-B1,O0053947,P00522,warehouse,2026-02-09,handover,final,3.6,0.198
I00203319,O0053609-B1,O0053609,P00105,retail,2026-02-08,handover,final,1.92,0.1056
I00152903,O0040355-B1,O0040355,P00732,warehouse,2026-02-23,handover,final,3.48,0.1914
I00197881,O0052180-B1,O0052180,P00597,retail,2026-02-12,handover,final,8.5,0.4675
I00186273,O0049112-B1,O0049112,P00729,merchant_shipped,2026-02-22,handover,final,7.63,0.4196
I00022441,O0005942-B1,O0005942,P00806,warehouse,2026-02-06,handover,final,12.81,0.7046
I00017414,O0004591-B1,O0004591,P00230,warehouse,2026-02-28,handover,final,20.26,1.1143
I00010727,O0002816-B1,O0002816,P00799,warehouse,2026-02-24,handover,final,21.5,1.1825
I00149194,O0039355-B1,O0039355,P00303,warehouse,2026-02-17,handover,final,0.99,0.0544
I00148576,O0039197-B1,O0039197,P00315,warehouse,2026-02-28,handover,final,3.48,0.1914
I00011974,O0003153-B1,O0003153,P00195,warehouse,2026-02-06,handover,final,0.99,0.0544
I00213863,O0056363-B2,O0056363,P00614,warehouse,2026-02-14,handover,final,1.33,0.0732
I00183442,O0048395-B1,O0048395,P00106,warehouse,2026-02-24,handover,final,0.99,0.0544
I00128637,O0033877-B1,O0033877,P00015,retail,2026-02-05,handover,final,1.79,0.0984
I00073273,O0019331-B1,O0019331,P00576,merchant_shipped,2026-02-04,handover,final,5.48,0.3014
I00061163,O0016114-B1,O0016114,P00815,warehouse,2026-02-14,handover,final,2.63,0.1446
I00115861,O0030473-B1,O0030473,P00639,warehouse,2026-02-26,handover,final,0.99,0.0544
I00067106,O0017653-B1,O0017653,P00723,warehouse,2026-02-06,handover,final,0.99,0.0544
I00224018,O0059114-B1,O0059114,P00036,warehouse,2026-02-07,handover,final,0.99,0.0544
I00207324,O0054665-B1,O0054665,P00717,warehouse,2026-02-28,handover,final,6.09,0.3349
I00181793,O0047978-B1,O0047978,P00549,warehouse,2026-02-03,handover,final,0.99,0.0544
I00106096,O0027873-B1,O0027873,P00676,warehouse,2026-02-11,handover,final,0.99,0.0544
I00038392,O0010160-B1,O0010160,P00507,warehouse,2026-02-26,handover,final,0.99,0.0544
I00143038,O0037696-B1,O0037696,P00621,warehouse,2026-02-07,handover,final,1.25,0.0688
X00072690,O9019179-B2,O0019179,P00623,warehouse,2026-02-18,handover_return,final,-2.51,-0.138
I00153139,O0040411-B1,O0040411,P00532,merchant_shipped,2026-02-22,handover,final,9.1,0.5005
I00200723,O0052940-B1,O0052940,P00360,warehouse,2026-02-08,handover,final,0.99,0.0544
I00022088,O0005840-B1,O0005840,P00021,retail,2026-02-03,handover,final,1.46,0.0803
I00032524,O0008573-B1,O0008573,P00437,merchant_shipped,2026-02-26,handover,final,8.39,0.4614
I00034059,O0009002-B1,O0009002,P00662,warehouse,2026-02-10,handover,final,0.99,0.0544
I00182270,O0048100-B1,O0048100,P00093,warehouse,2026-02-18,handover,final,0.99,0.0544
I00201415,O0053118-B1,O0053118,P00363,warehouse,2026-02-17,handover,final,0.99,0.0544
I00122454,O0032215-B1,O0032215,P00821,warehouse,2026-02-06,handover,final,5.04,0.2772
I00146848,O0038723-B2,O0038723,P00277,warehouse,2026-02-26,handover,final,1.28,0.0704
I00192171,O0050672-B2,O0050672,P00011,warehouse,2026-02-08,handover,final,16.1,0.8855
I00000117,O0000027-B1,O0000027,P00062,warehouse,2026-02-26,handover,final,1.08,0.0594
I00003513,O0000913-B1,O0000913,P00046,warehouse,2026-02-05,handover,final,1.46,0.0803
I00182462,O0048156-B1,O0048156,P00511,warehouse,2026-02-20,handover,final,0.99,0.0544
I00061279,O0016141-B1,O0016141,P00383,merchant_shipped,2026-02-24,handover,final,76.99,2.5
I00108991,O0028637-B2,O0028637,P00609,warehouse,2026-02-17,handover,final,1.64,0.0902
I00097641,O0025690-B1,O0025690,P00322,warehouse,2026-02-28,handover,final,3.11,0.171
I00198536,O0052359-B1,O0052359,P00014,warehouse,2026-02-01,handover,final,7.02,0.3861
I00223668,O0059023-B3,O0059023,P00108,warehouse,2026-02-12,handover,final,2.74,0.1507
I00013103,O0003440-B2,O0003440,P00385,warehouse,2026-02-07,handover,final,3.7,0.2035
I00218713,O0057663-B2,O0057663,P00322,warehouse,2026-02-21,handover,final,0.99,0.0544
I00073735,O0019448-B1,O0019448,P00573,warehouse,2026-02-06,handover,final,3.3,0.1815
I00219473,O0057866-B1,O0057866,P00239,cross_border,2026-02-12,handover,final,6.23,0.3426
I00058565,O0015431-B1,O0015431,P00824,warehouse,2026-02-09,handover,final,2.56,0.1408
I00176348,O0046529-B2,O0046529,P00135,warehouse,2026-02-11,handover,final,1.5,0.0825
I00225694,O0059583-B1,O0059583,P00121,warehouse,2026-02-17,handover,final,3.86,0.2123
I00182452,O0048153-B1,O0048153,P00411,warehouse,2026-02-13,handover,final,0.99,0.0544
I00159853,O0042167-B1,O0042167,P00673,warehouse,2026-02-14,handover,final,5.55,0.3052
I00066805,O0017573-B1,O0017573,P00317,warehouse,2026-02-15,handover,final,5.74,0.3157
I00075211,O0019833-B1,O0019833,P00620,cross_border,2026-02-23,handover,final,35.12,1.9316
I00081658,O0021547-B1,O0021547,P00225,warehouse,2026-02-05,handover,final,3.21,0.1766
I00165832,O0043716-B1,O0043716,P00531,warehouse,2026-02-02,handover,final,0.99,0.0544
I00089886,O0023649-B1,O0023649,P00347,warehouse,2026-02-06,handover,final,6.13,0.3372
I00123210,O0032424-B1,O0032424,P00547,warehouse,2026-02-17,handover,final,4.16,0.2288
I00197955,O0052198-B1,O0052198,P00757,warehouse,2026-02-07,handover,final,2.52,0.1386
